CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuFrequency,CpuTDP,CpuTurboClock,GpuBandwidth,GpuBaseClock,GpuBoostClock,GpuMemorySize,FPS
6,6,100,2800,65,4000,352300,1607,1733,8000,298.2
4,4,100,3800,91,4200,352300,1607,1733,8000,294.5
4,4,100,3400,65,3800,352300,1607,1733,8000,277.8
2,4,100,3900,51,3900,352300,1607,1733,8000,231.9
12,24,100,3800,105,4600,352300,1607,1733,8000,331.1
8,16,100,3900,105,4500,352300,1607,1733,8000,328.1
8,16,100,3600,65,4400,352300,1607,1733,8000,323.4
6,12,100,3800,95,4400,352300,1607,1733,8000,321.9
6,12,100,3600,65,4200,352300,1607,1733,8000,312.6
6,12,100,3600,95,4250,352300,1607,1733,8000,302.6
6,12,100,3600,95,4000,352300,1607,1733,8000,285.2
6,12,100,3400,65,3900,352300,1607,1733,8000,280.9
8,16,100,3400,95,3800,352300,1607,1733,8000,273.6
8,16,100,3600,95,5000,448000,1470,1650,8000,340.3
8,8,100,3600,95,4900,448000,1470,1650,8000,337.3
6,12,100,3700,95,4700,448000,1470,1650,8000,312.2
4,8,100,4200,91,4500,448000,1470,1650,8000,303
6,6,100,2900,65,4100,448000,1470,1650,8000,300.9
6,6,100,3600,95,4300,448000,1470,1650,8000,297
6,6,100,2800,65,4000,448000,1470,1650,8000,290.9
4,4,100,3800,91,4200,448000,1470,1650,8000,287.9
4,4,100,3400,65,3800,448000,1470,1650,8000,272.8
2,4,100,3900,51,3900,448000,1470,1650,8000,227.3
12,24,100,3800,105,4600,448000,1470,1650,8000,325.1
8,16,100,3900,105,4500,448000,1470,1650,8000,322.1
8,16,100,3600,65,4400,448000,1470,1650,8000,317.5
6,12,100,3800,95,4400,448000,1470,1650,8000,316
6,12,100,3600,65,4200,448000,1470,1650,8000,306.9
6,12,100,3600,95,4250,448000,1470,1650,8000,297
6,12,100,3600,95,4000,448000,1470,1650,8000,278.8
6,12,100,3400,65,3900,448000,1470,1650,8000,275.8
8,16,100,3400,95,3800,448000,1470,1650,8000,266.7
8,16,100,3600,95,5000,336000,1365,1680,6000,333.7
8,8,100,3600,95,4900,336000,1365,1680,6000,330.7
6,12,100,3700,95,4700,336000,1365,1680,6000,306.1
4,8,100,4200,91,4500,336000,1365,1680,6000,297.1
6,6,100,2900,65,4100,336000,1365,1680,6000,295
6,6,100,3600,95,4300,336000,1365,1680,6000,291.3
6,6,100,2800,65,4000,336000,1365,1680,6000,285.2
4,4,100,3800,91,4200,336000,1365,1680,6000,282.3
4,4,100,3400,65,3800,336000,1365,1680,6000,267.5
2,4,100,3900,51,3900,336000,1365,1680,6000,222.9
12,24,100,3800,105,4600,336000,1365,1680,6000,318.7
8,16,100,3900,105,4500,336000,1365,1680,6000,315.8
8,16,100,3600,65,4400,336000,1365,1680,6000,311.3
6,12,100,3800,95,4400,336000,1365,1680,6000,309.9
6,12,100,3600,65,4200,336000,1365,1680,6000,301
6,12,100,3600,95,4250,336000,1365,1680,6000,291.3
6,12,100,3600,95,4000,336000,1365,1680,6000,273.4
6,12,100,3400,65,3900,336000,1365,1680,6000,270.4
8,16,100,3400,95,3800,336000,1365,1680,6000,261.5
8,16,100,3600,95,5000,256300,1607,1683,8000,329.1
8,8,100,3600,95,4900,256300,1607,1683,8000,326.1
6,12,100,3700,95,4700,256300,1607,1683,8000,302.1
4,8,100,4200,91,4500,256300,1607,1683,8000,293.7
6,6,100,2900,65,4100,256300,1607,1683,8000,290.9
6,6,100,3600,95,4300,256300,1607,1683,8000,288.8
6,6,100,2800,65,4000,256300,1607,1683,8000,282.5
4,4,100,3800,91,4200,256300,1607,1683,8000,278.8
4,4,100,3400,65,3800,256300,1607,1683,8000,266.1
2,4,100,3900,51,3900,256300,1607,1683,8000,220.7
12,24,100,3800,105,4600,256300,1607,1683,8000,314.4
8,16,100,3900,105,4500,256300,1607,1683,8000,311.4
8,16,100,3600,65,4400,256300,1607,1683,8000,307
6,12,100,3800,95,4400,256300,1607,1683,8000,305.6
6,12,100,3600,65,4200,256300,1607,1683,8000,296.7
6,12,100,3600,95,4250,256300,1607,1683,8000,287.2
6,12,100,3600,95,4000,256300,1607,1683,8000,269.7
6,12,100,3400,65,3900,256300,1607,1683,8000,266.6
8,16,100,3400,95,3800,256300,1607,1683,8000,259.5
8,16,100,3600,95,5000,256300,1506,1683,8000,311.8
8,8,100,3600,95,4900,256300,1506,1683,8000,309
6,12,100,3700,95,4700,256300,1506,1683,8000,288.5
4,8,100,4200,91,4500,256300,1506,1683,8000,278
6,6,100,2900,65,4100,256300,1506,1683,8000,275.6
6,6,100,3600,95,4300,256300,1506,1683,8000,274
6,6,100,2800,65,4000,256300,1506,1683,8000,267.5
4,4,100,3800,91,4200,256300,1506,1683,8000,264.8
4,4,100,3400,65,3800,256300,1506,1683,8000,251.5
2,4,100,3900,51,3900,256300,1506,1683,8000,209
12,24,100,3800,105,4600,256300,1506,1683,8000,297.8
8,16,100,3900,105,4500,256300,1506,1683,8000,295.2
8,16,100,3600,65,4400,256300,1506,1683,8000,290.9
6,12,100,3800,95,4400,256300,1506,1683,8000,289.6
6,12,100,3600,65,4200,256300,1506,1683,8000,281.2
6,12,100,3600,95,4250,256300,1506,1683,8000,272.1
6,12,100,3600,95,4000,256300,1506,1683,8000,256.8
6,12,100,3400,65,3900,256300,1506,1683,8000,252.7
8,16,100,3400,95,3800,256300,1506,1683,8000,244.7
8,16,100,3600,95,5000,288000,1500,1770,6000,311.8
8,8,100,3600,95,4900,288000,1500,1770,6000,309
6,12,100,3700,95,4700,288000,1500,1770,6000,286
4,8,100,4200,91,4500,288000,1500,1770,6000,277.7
6,6,100,2900,65,4100,288000,1500,1770,6000,275.6
6,6,100,3600,95,4300,288000,1500,1770,6000,272.1
6,6,100,2800,65,4000,288000,1500,1770,6000,266.5
4,4,100,3800,91,4200,288000,1500,1770,6000,263.7
4,4,100,3400,65,3800,288000,1500,1770,6000,249.9
2,4,100,3900,51,3900,288000,1500,1770,6000,208.3
12,24,100,3800,105,4600,288000,1500,1770,6000,297.8
8,16,100,3900,105,4500,288000,1500,1770,6000,295.2
8,16,100,3600,65,4400,288000,1500,1770,6000,290.9
6,12,100,3800,95,4400,288000,1500,1770,6000,289.6
6,12,100,3600,65,4200,288000,1500,1770,6000,281.2
6,12,100,3600,95,4250,288000,1500,1770,6000,272.1
6,12,100,3600,95,4000,288000,1500,1770,6000,255.5
6,12,100,3400,65,3900,288000,1500,1770,6000,252.7
8,16,100,3400,95,3800,288000,1500,1770,6000,244.4
8,16,100,3600,95,5000,336000,1530,1785,6000,309.2
8,8,100,3600,95,4900,336000,1530,1785,6000,306.4
6,12,100,3700,95,4700,336000,1530,1785,6000,283.7
4,8,100,4200,91,4500,336000,1530,1785,6000,275.4
6,6,100,2900,65,4100,336000,1530,1785,6000,273.4
6,6,100,3600,95,4300,336000,1530,1785,6000,269.9
6,6,100,2800,65,4000,336000,1530,1785,6000,264.4
4,4,100,3800,91,4200,336000,1530,1785,6000,261.6
4,4,100,3400,65,3800,336000,1530,1785,6000,247.8
2,4,100,3900,51,3900,336000,1530,1785,6000,206.5
12,24,100,3800,105,4600,336000,1530,1785,6000,295.4
8,16,100,3900,105,4500,336000,1530,1785,6000,292.6
8,16,100,3600,65,4400,336000,1530,1785,6000,288.5
6,12,100,3800,95,4400,336000,1530,1785,6000,287.1
6,12,100,3600,65,4200,336000,1530,1785,6000,278.8
6,12,100,3600,95,4250,336000,1530,1785,6000,269.9
6,12,100,3600,95,4000,336000,1530,1785,6000,253.3
6,12,100,3400,65,3900,336000,1530,1785,6000,250.6
8,16,100,3400,95,3800,336000,1530,1785,6000,242.3
8,16,100,3600,95,5000,336600,1000,1076,6000,309.2
8,8,100,3600,95,4900,336600,1000,1076,6000,306.4
6,12,100,3700,95,4700,336600,1000,1076,6000,283.7
4,8,100,4200,91,4500,336600,1000,1076,6000,275.4
6,6,100,2900,65,4100,336600,1000,1076,6000,273.4
6,6,100,3600,95,4300,336600,1000,1076,6000,269.9
6,6,100,2800,65,4000,336600,1000,1076,6000,264.4
4,4,100,3800,91,4200,336600,1000,1076,6000,261.6
4,4,100,3400,65,3800,336600,1000,1076,6000,247.8
2,4,100,3900,51,3900,336600,1000,1076,6000,206.5
12,24,100,3800,105,4600,336600,1000,1076,6000,295.4
8,16,100,3900,105,4500,336600,1000,1076,6000,292.6
8,16,100,3600,65,4400,336600,1000,1076,6000,288.5
6,12,100,3800,95,4400,336600,1000,1076,6000,287.1
6,12,100,3600,65,4200,336600,1000,1076,6000,278.8
6,12,100,3600,95,4250,336600,1000,1076,6000,269.9
6,12,100,3600,95,4000,336600,1000,1076,6000,253.3
6,12,100,3400,65,3900,336600,1000,1076,6000,250.6
8,16,100,3400,95,3800,336600,1000,1076,6000,242.3
8,16,100,3600,95,5000,192100,1530,1785,6000,303.9
8,8,100,3600,95,4900,192100,1530,1785,6000,301.2
6,12,100,3700,95,4700,192100,1530,1785,6000,278.8
4,8,100,4200,91,4500,192100,1530,1785,6000,270.7
6,6,100,2900,65,4100,192100,1530,1785,6000,268.7
6,6,100,3600,95,4300,192100,1530,1785,6000,265.1
6,6,100,2800,65,4000,192100,1530,1785,6000,259.7
4,4,100,3800,91,4200,192100,1530,1785,6000,257
4,4,100,3400,65,3800,192100,1530,1785,6000,243.5
2,4,100,3900,51,3900,192100,1530,1785,6000,202.9
12,24,100,3800,105,4600,192100,1530,1785,6000,290.3
8,16,100,3900,105,4500,192100,1530,1785,6000,287.6
8,16,100,3600,65,4400,192100,1530,1785,6000,283.5
6,12,100,3800,95,4400,192100,1530,1785,6000,282.2
6,12,100,3600,65,4200,192100,1530,1785,6000,274.1
6,12,100,3600,95,4250,192100,1530,1785,6000,265.1
6,12,100,3600,95,4000,192100,1530,1785,6000,248.9
6,12,100,3400,65,3900,192100,1530,1785,6000,246.2
8,16,100,3400,95,3800,192100,1530,1785,6000,238.1
8,16,100,3600,95,5000,192200,1506,1709,6000,298.4
8,8,100,3600,95,4900,192200,1506,1709,6000,295.7
6,12,100,3700,95,4700,192200,1506,1709,6000,276.1
4,8,100,4200,91,4500,192200,1506,1709,6000,268
6,6,100,2900,65,4100,192200,1506,1709,6000,263.8
6,6,100,3600,95,4300,192200,1506,1709,6000,262
6,6,100,2800,65,4000,192200,1506,1709,6000,255.6
4,4,100,3800,91,4200,192200,1506,1709,6000,254.7
4,4,100,3400,65,3800,192200,1506,1709,6000,240.8
2,4,100,3900,51,3900,192200,1506,1709,6000,199.8
12,24,100,3800,105,4600,192200,1506,1709,6000,285.1
8,16,100,3900,105,4500,192200,1506,1709,6000,282.3
8,16,100,3600,65,4400,192200,1506,1709,6000,278.4
6,12,100,3800,95,4400,192200,1506,1709,6000,277
6,12,100,3600,65,4200,192200,1506,1709,6000,269.1
6,12,100,3600,95,4250,192200,1506,1709,6000,260.4
6,12,100,3600,95,4000,192200,1506,1709,6000,245.2
6,12,100,3400,65,3900,192200,1506,1709,6000,241.8
8,16,100,3400,95,3800,192200,1506,1709,6000,234.9
8,16,100,3600,95,5000,224400,1127,1216,4000,275.1
8,8,100,3600,95,4900,224400,1127,1216,4000,272.6
6,12,100,3700,95,4700,224400,1127,1216,4000,252.2
4,8,100,4200,91,4500,224400,1127,1216,4000,244.9
6,6,100,2900,65,4100,224400,1127,1216,4000,243.1
6,6,100,3600,95,4300,224400,1127,1216,4000,240
6,6,100,2800,65,4000,224400,1127,1216,4000,235.2
4,4,100,3800,91,4200,224400,1127,1216,4000,232.7
4,4,100,3400,65,3800,224400,1127,1216,4000,220.5
2,4,100,3900,51,3900,224400,1127,1216,4000,183.7
12,24,100,3800,105,4600,224400,1127,1216,4000,262.8
8,16,100,3900,105,4500,224400,1127,1216,4000,260.3
8,16,100,3600,65,4400,224400,1127,1216,4000,256.6
6,12,100,3800,95,4400,224400,1127,1216,4000,255.4
6,12,100,3600,65,4200,224400,1127,1216,4000,248
6,12,100,3600,95,4250,224400,1127,1216,4000,240
6,12,100,3600,95,4000,224400,1127,1216,4000,225.3
6,12,100,3400,65,3900,224400,1127,1216,4000,222.9
8,16,100,3400,95,3800,224400,1127,1216,4000,215.6
8,16,100,3600,95,5000,160200,1506,1709,5000,272
8,8,100,3600,95,4900,160200,1506,1709,5000,269.6
6,12,100,3700,95,4700,160200,1506,1709,5000,249.6
4,8,100,4200,91,4500,160200,1506,1709,5000,243
6,6,100,2900,65,4100,160200,1506,1709,5000,240.4
6,6,100,3600,95,4300,160200,1506,1709,5000,239
6,6,100,2800,65,4000,160200,1506,1709,5000,233.1
4,4,100,3800,91,4200,160200,1506,1709,5000,231.2
4,4,100,3400,65,3800,160200,1506,1709,5000,219.9
2,4,100,3900,51,3900,160200,1506,1709,5000,182
12,24,100,3800,105,4600,160200,1506,1709,5000,259.8
8,16,100,3900,105,4500,160200,1506,1709,5000,257.4
8,16,100,3600,65,4400,160200,1506,1709,5000,253.7
6,12,100,3800,95,4400,160200,1506,1709,5000,252.6
6,12,100,3600,65,4200,160200,1506,1709,5000,245.3
6,12,100,3600,95,4250,160200,1506,1709,5000,237.3
6,12,100,3600,95,4000,160200,1506,1709,5000,222.9
6,12,100,3400,65,3900,160200,1506,1709,5000,220.5
8,16,100,3400,95,3800,160200,1506,1709,5000,213.7
8,16,100,3600,95,5000,224400,1050,1178,4000,262.6
8,8,100,3600,95,4900,224400,1050,1178,4000,260.1
6,12,100,3700,95,4700,224400,1050,1178,4000,240.8
4,8,100,4200,91,4500,224400,1050,1178,4000,233.7
6,6,100,2900,65,4100,224400,1050,1178,4000,232
6,6,100,3600,95,4300,224400,1050,1178,4000,229.2
6,6,100,2800,65,4000,224400,1050,1178,4000,224.4
4,4,100,3800,91,4200,224400,1050,1178,4000,222.1
4,4,100,3400,65,3800,224400,1050,1178,4000,210.4
2,4,100,3900,51,3900,224400,1050,1178,4000,175.4
12,24,100,3800,105,4600,224400,1050,1178,4000,250.8
8,16,100,3900,105,4500,224400,1050,1178,4000,248.5
8,16,100,3600,65,4400,224400,1050,1178,4000,244.9
6,12,100,3800,95,4400,224400,1050,1178,4000,243.8
6,12,100,3600,65,4200,224400,1050,1178,4000,236.8
6,12,100,3600,95,4250,224400,1050,1178,4000,229.2
6,12,100,3600,95,4000,224400,1050,1178,4000,215.1
6,12,100,3400,65,3900,224400,1050,1178,4000,212.8
8,16,100,3400,95,3800,224400,1050,1178,4000,205.8
8,16,100,3600,95,5000,112100,1291,1392,4000,210.5
8,8,100,3600,95,4900,112100,1291,1392,4000,208.5
6,12,100,3700,95,4700,112100,1291,1392,4000,194.5
4,8,100,4200,91,4500,112100,1291,1392,4000,188.2
6,6,100,2900,65,4100,112100,1291,1392,4000,185.9
6,6,100,3600,95,4300,112100,1291,1392,4000,184.9
6,6,100,2800,65,4000,112100,1291,1392,4000,181.5
4,4,100,3800,91,4200,112100,1291,1392,4000,178
4,4,100,3400,65,3800,112100,1291,1392,4000,169.6
2,4,100,3900,51,3900,112100,1291,1392,4000,141.1
12,24,100,3800,105,4600,112100,1291,1392,4000,201
8,16,100,3900,105,4500,112100,1291,1392,4000,199.2
8,16,100,3600,65,4400,112100,1291,1392,4000,196.3
6,12,100,3800,95,4400,112100,1291,1392,4000,195.4
6,12,100,3600,65,4200,112100,1291,1392,4000,189.7
6,12,100,3600,95,4250,112100,1291,1392,4000,183.6
6,12,100,3600,95,4000,112100,1291,1392,4000,172.5
6,12,100,3400,65,3900,112100,1291,1392,4000,170.5
8,16,100,3400,95,3800,112100,1291,1392,4000,165.5
8,16,100,3600,95,5000,84100,1392,1518,3000,191.1
8,8,100,3600,95,4900,84100,1392,1518,3000,189.4
6,12,100,3700,95,4700,84100,1392,1518,3000,175.8
4,8,100,4200,91,4500,84100,1392,1518,3000,170.8
6,6,100,2900,65,4100,84100,1392,1518,3000,169.1
6,6,100,3600,95,4300,84100,1392,1518,3000,167.1
6,6,100,2800,65,4000,84100,1392,1518,3000,163.8
4,4,100,3800,91,4200,84100,1392,1518,3000,162.5
4,4,100,3400,65,3800,84100,1392,1518,3000,153.4
2,4,100,3900,51,3900,84100,1392,1518,3000,128.7
12,24,100,3800,105,4600,84100,1392,1518,3000,182.8
8,16,100,3900,105,4500,84100,1392,1518,3000,181
8,16,100,3600,65,4400,84100,1392,1518,3000,178.4
6,12,100,3800,95,4400,84100,1392,1518,3000,177.6
6,12,100,3600,65,4200,84100,1392,1518,3000,172.5
6,12,100,3600,95,4250,84100,1392,1518,3000,166.9
6,12,100,3600,95,4000,84100,1392,1518,3000,157.6
6,12,100,3400,65,3900,84100,1392,1518,3000,154.9
8,16,100,3400,95,3800,84100,1392,1518,3000,150.4
8,16,100,3600,95,5000,448000,1605,1905,8000,342.5
8,8,100,3600,95,4900,448000,1605,1905,8000,339.5
6,12,100,3700,95,4700,448000,1605,1905,8000,314.1
4,8,100,4200,91,4500,448000,1605,1905,8000,305
6,6,100,2900,65,4100,448000,1605,1905,8000,302.7
6,6,100,3600,95,4300,448000,1605,1905,8000,298.8
6,6,100,2800,65,4000,448000,1605,1905,8000,292.8
4,4,100,3800,91,4200,448000,1605,1905,8000,289.8
4,4,100,3400,65,3800,448000,1605,1905,8000,274.5
2,4,100,3900,51,3900,448000,1605,1905,8000,228.7
12,24,100,3800,105,4600,448000,1605,1905,8000,327.2
8,16,100,3900,105,4500,448000,1605,1905,8000,324.2
8,16,100,3600,65,4400,448000,1605,1905,8000,319.5
6,12,100,3800,95,4400,448000,1605,1905,8000,318
6,12,100,3600,65,4200,448000,1605,1905,8000,308.9
6,12,100,3600,95,4250,448000,1605,1905,8000,298.8
6,12,100,3600,95,4000,448000,1605,1905,8000,280.6
6,12,100,3400,65,3900,448000,1605,1905,8000,277.5
8,16,100,3400,95,3800,448000,1605,1905,8000,268.4
8,16,100,3600,95,5000,448000,1465,1725,8000,335.9
8,8,100,3600,95,4900,448000,1465,1725,8000,332.9
6,12,100,3700,95,4700,448000,1465,1725,8000,308.2
4,8,100,4200,91,4500,448000,1465,1725,8000,299.2
6,6,100,2900,65,4100,448000,1465,1725,8000,296.9
6,6,100,3600,95,4300,448000,1465,1725,8000,293.2
6,6,100,2800,65,4000,448000,1465,1725,8000,287.2
4,4,100,3800,91,4200,448000,1465,1725,8000,284.2
4,4,100,3400,65,3800,448000,1465,1725,8000,269.3
2,4,100,3900,51,3900,448000,1465,1725,8000,224.4
12,24,100,3800,105,4600,448000,1465,1725,8000,320.9
8,16,100,3900,105,4500,448000,1465,1725,8000,318
8,16,100,3600,65,4400,448000,1465,1725,8000,313.4
6,12,100,3800,95,4400,448000,1465,1725,8000,311.9
6,12,100,3600,65,4200,448000,1465,1725,8000,303
6,12,100,3600,95,4250,448000,1465,1725,8000,293.2
6,12,100,3600,95,4000,448000,1465,1725,8000,275.3
6,12,100,3400,65,3900,448000,1465,1725,8000,272.2
8,16,100,3400,95,3800,448000,1465,1725,8000,263.3
8,16,100,3600,95,5000,402400,1250,1350,16000,331.4
8,8,100,3600,95,4900,402400,1250,1350,16000,328.4
6,12,100,3700,95,4700,402400,1250,1350,16000,303.9
4,8,100,4200,91,4500,402400,1250,1350,16000,295.1
6,6,100,2900,65,4100,402400,1250,1350,16000,292.9
6,6,100,3600,95,4300,402400,1250,1350,16000,289.3
6,6,100,2800,65,4000,402400,1250,1350,16000,283.4
4,4,100,3800,91,4200,402400,1250,1350,16000,280.4
4,4,100,3400,65,3800,402400,1250,1350,16000,265.7
2,4,100,3900,51,3900,402400,1250,1350,16000,221.4
12,24,100,3800,105,4600,402400,1250,1350,16000,316.6
8,16,100,3900,105,4500,402400,1250,1350,16000,313.7
8,16,100,3600,65,4400,402400,1250,1350,16000,309.2
6,12,100,3800,95,4400,402400,1250,1350,16000,307.8
6,12,100,3600,65,4200,402400,1250,1350,16000,298.9
6,12,100,3600,95,4250,402400,1250,1350,16000,289.3
6,12,100,3600,95,4000,402400,1250,1350,16000,271.6
6,12,100,3400,65,3900,402400,1250,1350,16000,268.6
8,16,100,3400,95,3800,402400,1250,1350,16000,259.8
8,16,100,3600,95,5000,256000,1469,1545,8000,301.2
8,8,100,3600,95,4900,256000,1469,1545,8000,298.5
6,12,100,3700,95,4700,256000,1469,1545,8000,276.2
4,8,100,4200,91,4500,256000,1469,1545,8000,268.2
6,6,100,2900,65,4100,256000,1469,1545,8000,266.2
6,6,100,3600,95,4300,256000,1469,1545,8000,262.8
6,6,100,2800,65,4000,256000,1469,1545,8000,257.5
