CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuFrequency,CpuTDP,CpuTurboClock,GpuBandwidth,GpuBaseClock,GpuBoostClock,GpuMemorySize,FPS
8,16,100,3600,65,4400,288000,1500,1770,6000,125.2
6,12,100,3800,95,4400,288000,1500,1770,6000,124.5
6,12,100,3600,65,4200,288000,1500,1770,6000,120.9
6,12,100,3600,95,4250,288000,1500,1770,6000,117.3
6,12,100,3600,95,4000,288000,1500,1770,6000,110.2
6,12,100,3400,65,3900,288000,1500,1770,6000,109
8,16,100,3400,95,3800,288000,1500,1770,6000,105.4
8,16,100,3600,95,5000,336000,1530,1785,6000,133
8,8,100,3600,95,4900,336000,1530,1785,6000,131.8
6,12,100,3700,95,4700,336000,1530,1785,6000,122.3
4,8,100,4200,91,4500,336000,1530,1785,6000,118.7
6,6,100,2900,65,4100,336000,1530,1785,6000,117.6
6,6,100,3600,95,4300,336000,1530,1785,6000,116.4
6,6,100,2800,65,4000,336000,1530,1785,6000,114
4,4,100,3800,91,4200,336000,1530,1785,6000,112.8
4,4,100,3400,65,3800,336000,1530,1785,6000,106.9
2,4,100,3900,51,3900,336000,1530,1785,6000,89.1
12,24,100,3800,105,4600,336000,1530,1785,6000,127.1
8,16,100,3900,105,4500,336000,1530,1785,6000,125.9
8,16,100,3600,65,4400,336000,1530,1785,6000,124.2
6,12,100,3800,95,4400,336000,1530,1785,6000,123.5
6,12,100,3600,65,4200,336000,1530,1785,6000,120
6,12,100,3600,95,4250,336000,1530,1785,6000,116.4
6,12,100,3600,95,4000,336000,1530,1785,6000,109.2
6,12,100,3400,65,3900,336000,1530,1785,6000,108.1
8,16,100,3400,95,3800,336000,1530,1785,6000,104.5
8,16,100,3600,95,5000,336600,1000,1076,6000,133
8,8,100,3600,95,4900,336600,1000,1076,6000,131.8
6,12,100,3700,95,4700,336600,1000,1076,6000,122.3
4,8,100,4200,91,4500,336600,1000,1076,6000,118.7
6,6,100,2900,65,4100,336600,1000,1076,6000,117.6
6,6,100,3600,95,4300,336600,1000,1076,6000,116.4
6,6,100,2800,65,4000,336600,1000,1076,6000,114
4,4,100,3800,91,4200,336600,1000,1076,6000,112.8
4,4,100,3400,65,3800,336600,1000,1076,6000,106.9
2,4,100,3900,51,3900,336600,1000,1076,6000,89.1
12,24,100,3800,105,4600,336600,1000,1076,6000,127.1
8,16,100,3900,105,4500,336600,1000,1076,6000,125.9
8,16,100,3600,65,4400,336600,1000,1076,6000,124.2
6,12,100,3800,95,4400,336600,1000,1076,6000,123.5
6,12,100,3600,65,4200,336600,1000,1076,6000,120
6,12,100,3600,95,4250,336600,1000,1076,6000,116.4
6,12,100,3600,95,4000,336600,1000,1076,6000,109.2
6,12,100,3400,65,3900,336600,1000,1076,6000,108.1
8,16,100,3400,95,3800,336600,1000,1076,6000,104.5
8,16,100,3600,95,5000,192100,1530,1785,6000,130.7
8,8,100,3600,95,4900,192100,1530,1785,6000,129.6
6,12,100,3700,95,4700,192100,1530,1785,6000,120.2
4,8,100,4200,91,4500,192100,1530,1785,6000,116.6
6,6,100,2900,65,4100,192100,1530,1785,6000,115.6
6,6,100,3600,95,4300,192100,1530,1785,6000,114.3
6,6,100,2800,65,4000,192100,1530,1785,6000,112.1
4,4,100,3800,91,4200,192100,1530,1785,6000,110.8
4,4,100,3400,65,3800,192100,1530,1785,6000,105
2,4,100,3900,51,3900,192100,1530,1785,6000,87.5
12,24,100,3800,105,4600,192100,1530,1785,6000,124.9
8,16,100,3900,105,4500,192100,1530,1785,6000,123.7
8,16,100,3600,65,4400,192100,1530,1785,6000,121.9
6,12,100,3800,95,4400,192100,1530,1785,6000,121.4
6,12,100,3600,65,4200,192100,1530,1785,6000,117.9
6,12,100,3600,95,4250,192100,1530,1785,6000,114.3
6,12,100,3600,95,4000,192100,1530,1785,6000,107.3
6,12,100,3400,65,3900,192100,1530,1785,6000,106.2
8,16,100,3400,95,3800,192100,1530,1785,6000,102.7
8,16,100,3600,95,5000,192200,1506,1709,6000,128.3
8,8,100,3600,95,4900,192200,1506,1709,6000,127.2
6,12,100,3700,95,4700,192200,1506,1709,6000,118.1
4,8,100,4200,91,4500,192200,1506,1709,6000,115.4
6,6,100,2900,65,4100,192200,1506,1709,6000,113.5
6,6,100,3600,95,4300,192200,1506,1709,6000,112.5
6,6,100,2800,65,4000,192200,1506,1709,6000,110.7
4,4,100,3800,91,4200,192200,1506,1709,6000,109
4,4,100,3400,65,3800,192200,1506,1709,6000,103.2
2,4,100,3900,51,3900,192200,1506,1709,6000,86.5
12,24,100,3800,105,4600,192200,1506,1709,6000,122.6
8,16,100,3900,105,4500,192200,1506,1709,6000,121.5
8,16,100,3600,65,4400,192200,1506,1709,6000,119.7
6,12,100,3800,95,4400,192200,1506,1709,6000,119.2
6,12,100,3600,65,4200,192200,1506,1709,6000,115.8
6,12,100,3600,95,4250,192200,1506,1709,6000,112.4
6,12,100,3600,95,4000,192200,1506,1709,6000,106
6,12,100,3400,65,3900,192200,1506,1709,6000,104.3
8,16,100,3400,95,3800,192200,1506,1709,6000,101.1
8,16,100,3600,95,5000,224400,1127,1216,4000,118.3
8,8,100,3600,95,4900,224400,1127,1216,4000,117.3
6,12,100,3700,95,4700,224400,1127,1216,4000,108.9
4,8,100,4200,91,4500,224400,1127,1216,4000,105.6
6,6,100,2900,65,4100,224400,1127,1216,4000,104.6
6,6,100,3600,95,4300,224400,1127,1216,4000,103.5
6,6,100,2800,65,4000,224400,1127,1216,4000,101.4
4,4,100,3800,91,4200,224400,1127,1216,4000,100.4
4,4,100,3400,65,3800,224400,1127,1216,4000,95
2,4,100,3900,51,3900,224400,1127,1216,4000,79.2
12,24,100,3800,105,4600,224400,1127,1216,4000,113.1
8,16,100,3900,105,4500,224400,1127,1216,4000,112
8,16,100,3600,65,4400,224400,1127,1216,4000,110.4
6,12,100,3800,95,4400,224400,1127,1216,4000,109.8
6,12,100,3600,65,4200,224400,1127,1216,4000,106.7
6,12,100,3600,95,4250,224400,1127,1216,4000,103.5
6,12,100,3600,95,4000,224400,1127,1216,4000,97.1
6,12,100,3400,65,3900,224400,1127,1216,4000,96.2
8,16,100,3400,95,3800,224400,1127,1216,4000,92.9
8,16,100,3600,95,5000,160200,1506,1709,5000,117
8,8,100,3600,95,4900,160200,1506,1709,5000,116
6,12,100,3700,95,4700,160200,1506,1709,5000,107.9
4,8,100,4200,91,4500,160200,1506,1709,5000,104.9
6,6,100,2900,65,4100,160200,1506,1709,5000,103.4
6,6,100,3600,95,4300,160200,1506,1709,5000,102.4
6,6,100,2800,65,4000,160200,1506,1709,5000,101
4,4,100,3800,91,4200,160200,1506,1709,5000,99.1
4,4,100,3400,65,3800,160200,1506,1709,5000,94
2,4,100,3900,51,3900,160200,1506,1709,5000,78.9
12,24,100,3800,105,4600,160200,1506,1709,5000,111.7
8,16,100,3900,105,4500,160200,1506,1709,5000,110.7
8,16,100,3600,65,4400,160200,1506,1709,5000,109.2
6,12,100,3800,95,4400,160200,1506,1709,5000,108.6
6,12,100,3600,65,4200,160200,1506,1709,5000,105.5
6,12,100,3600,95,4250,160200,1506,1709,5000,102.4
6,12,100,3600,95,4000,160200,1506,1709,5000,96.3
6,12,100,3400,65,3900,160200,1506,1709,5000,95
8,16,100,3400,95,3800,160200,1506,1709,5000,92.2
8,16,100,3600,95,5000,224400,1050,1178,4000,113
8,8,100,3600,95,4900,224400,1050,1178,4000,112
6,12,100,3700,95,4700,224400,1050,1178,4000,103.8
4,8,100,4200,91,4500,224400,1050,1178,4000,100.8
6,6,100,2900,65,4100,224400,1050,1178,4000,99.8
6,6,100,3600,95,4300,224400,1050,1178,4000,98.8
6,6,100,2800,65,4000,224400,1050,1178,4000,96.8
4,4,100,3800,91,4200,224400,1050,1178,4000,95.8
4,4,100,3400,65,3800,224400,1050,1178,4000,90.8
2,4,100,3900,51,3900,224400,1050,1178,4000,75.6
12,24,100,3800,105,4600,224400,1050,1178,4000,107.8
8,16,100,3900,105,4500,224400,1050,1178,4000,106.8
8,16,100,3600,65,4400,224400,1050,1178,4000,105.4
6,12,100,3800,95,4400,224400,1050,1178,4000,104.8
6,12,100,3600,65,4200,224400,1050,1178,4000,101.8
6,12,100,3600,95,4250,224400,1050,1178,4000,98.8
6,12,100,3600,95,4000,224400,1050,1178,4000,92.8
6,12,100,3400,65,3900,224400,1050,1178,4000,91.8
8,16,100,3400,95,3800,224400,1050,1178,4000,88.8
8,16,100,3600,95,5000,112100,1291,1392,4000,90.5
8,8,100,3600,95,4900,112100,1291,1392,4000,89.8
6,12,100,3700,95,4700,112100,1291,1392,4000,83.7
4,8,100,4200,91,4500,112100,1291,1392,4000,80.9
6,6,100,2900,65,4100,112100,1291,1392,4000,80
6,6,100,3600,95,4300,112100,1291,1392,4000,79.7
6,6,100,2800,65,4000,112100,1291,1392,4000,77.6
4,4,100,3800,91,4200,112100,1291,1392,4000,77.1
4,4,100,3400,65,3800,112100,1291,1392,4000,73.2
2,4,100,3900,51,3900,112100,1291,1392,4000,60.8
12,24,100,3800,105,4600,112100,1291,1392,4000,86.4
8,16,100,3900,105,4500,112100,1291,1392,4000,85.6
8,16,100,3600,65,4400,112100,1291,1392,4000,84.4
6,12,100,3800,95,4400,112100,1291,1392,4000,84
6,12,100,3600,65,4200,112100,1291,1392,4000,81.7
6,12,100,3600,95,4250,112100,1291,1392,4000,79.2
6,12,100,3600,95,4000,112100,1291,1392,4000,74.5
6,12,100,3400,65,3900,112100,1291,1392,4000,73.5
8,16,100,3400,95,3800,112100,1291,1392,4000,71.3
8,16,100,3600,95,5000,84100,1392,1518,3000,82.2
8,8,100,3600,95,4900,84100,1392,1518,3000,81.6
6,12,100,3700,95,4700,84100,1392,1518,3000,76
4,8,100,4200,91,4500,84100,1392,1518,3000,73.8
6,6,100,2900,65,4100,84100,1392,1518,3000,72.7
6,6,100,3600,95,4300,84100,1392,1518,3000,72
6,6,100,2800,65,4000,84100,1392,1518,3000,70.6
4,4,100,3800,91,4200,84100,1392,1518,3000,70.2
4,4,100,3400,65,3800,84100,1392,1518,3000,66
2,4,100,3900,51,3900,84100,1392,1518,3000,55.3
12,24,100,3800,105,4600,84100,1392,1518,3000,78.6
8,16,100,3900,105,4500,84100,1392,1518,3000,77.9
8,16,100,3600,65,4400,84100,1392,1518,3000,76.8
6,12,100,3800,95,4400,84100,1392,1518,3000,76.5
6,12,100,3600,65,4200,84100,1392,1518,3000,74.1
6,12,100,3600,95,4250,84100,1392,1518,3000,72
6,12,100,3600,95,4000,84100,1392,1518,3000,67.8
6,12,100,3400,65,3900,84100,1392,1518,3000,66.8
8,16,100,3400,95,3800,84100,1392,1518,3000,64.8
8,16,100,3600,95,5000,448000,1605,1905,8000,147.3
8,8,100,3600,95,4900,448000,1605,1905,8000,146
6,12,100,3700,95,4700,448000,1605,1905,8000,135.4
4,8,100,4200,91,4500,448000,1605,1905,8000,131.5
6,6,100,2900,65,4100,448000,1605,1905,8000,130.3
6,6,100,3600,95,4300,448000,1605,1905,8000,128.9
6,6,100,2800,65,4000,448000,1605,1905,8000,126.3
4,4,100,3800,91,4200,448000,1605,1905,8000,124.9
4,4,100,3400,65,3800,448000,1605,1905,8000,118.4
2,4,100,3900,51,3900,448000,1605,1905,8000,98.7
12,24,100,3800,105,4600,448000,1605,1905,8000,140.7
8,16,100,3900,105,4500,448000,1605,1905,8000,139.4
8,16,100,3600,65,4400,448000,1605,1905,8000,137.4
6,12,100,3800,95,4400,448000,1605,1905,8000,136.8
6,12,100,3600,65,4200,448000,1605,1905,8000,132.9
6,12,100,3600,95,4250,448000,1605,1905,8000,128.9
6,12,100,3600,95,4000,448000,1605,1905,8000,121
6,12,100,3400,65,3900,448000,1605,1905,8000,119.6
8,16,100,3400,95,3800,448000,1605,1905,8000,115.7
8,16,100,3600,95,5000,448000,1465,1725,8000,144.5
8,8,100,3600,95,4900,448000,1465,1725,8000,143.2
6,12,100,3700,95,4700,448000,1465,1725,8000,132.9
4,8,100,4200,91,4500,448000,1465,1725,8000,129
6,6,100,2900,65,4100,448000,1465,1725,8000,127.7
6,6,100,3600,95,4300,448000,1465,1725,8000,126.4
6,6,100,2800,65,4000,448000,1465,1725,8000,123.9
4,4,100,3800,91,4200,448000,1465,1725,8000,122.6
4,4,100,3400,65,3800,448000,1465,1725,8000,116.1
2,4,100,3900,51,3900,448000,1465,1725,8000,96.8
12,24,100,3800,105,4600,448000,1465,1725,8000,138
8,16,100,3900,105,4500,448000,1465,1725,8000,136.7
8,16,100,3600,65,4400,448000,1465,1725,8000,134.8
6,12,100,3800,95,4400,448000,1465,1725,8000,134.2
6,12,100,3600,65,4200,448000,1465,1725,8000,130.4
6,12,100,3600,95,4250,448000,1465,1725,8000,126.4
6,12,100,3600,95,4000,448000,1465,1725,8000,118.7
6,12,100,3400,65,3900,448000,1465,1725,8000,117.4
8,16,100,3400,95,3800,448000,1465,1725,8000,113.6
8,16,100,3600,95,5000,402400,1250,1350,16000,142.5
8,8,100,3600,95,4900,402400,1250,1350,16000,141.2
6,12,100,3700,95,4700,402400,1250,1350,16000,131.1
4,8,100,4200,91,4500,402400,1250,1350,16000,127.2
6,6,100,2900,65,4100,402400,1250,1350,16000,126
6,6,100,3600,95,4300,402400,1250,1350,16000,124.7
6,6,100,2800,65,4000,402400,1250,1350,16000,122.2
4,4,100,3800,91,4200,402400,1250,1350,16000,121
4,4,100,3400,65,3800,402400,1250,1350,16000,114.5
2,4,100,3900,51,3900,402400,1250,1350,16000,95.4
12,24,100,3800,105,4600,402400,1250,1350,16000,136.2
8,16,100,3900,105,4500,402400,1250,1350,16000,134.9
8,16,100,3600,65,4400,402400,1250,1350,16000,133
6,12,100,3800,95,4400,402400,1250,1350,16000,132.4
6,12,100,3600,65,4200,402400,1250,1350,16000,128.5
6,12,100,3600,95,4250,402400,1250,1350,16000,124.7
6,12,100,3600,95,4000,402400,1250,1350,16000,117.1
6,12,100,3400,65,3900,402400,1250,1350,16000,115.8
8,16,100,3400,95,3800,402400,1250,1350,16000,112
8,16,100,3600,95,5000,256000,1469,1545,8000,129.5
8,8,100,3600,95,4900,256000,1469,1545,8000,128.4
6,12,100,3700,95,4700,256000,1469,1545,8000,119.1
4,8,100,4200,91,4500,256000,1469,1545,8000,115.7
6,6,100,2900,65,4100,256000,1469,1545,8000,114.6
6,6,100,3600,95,4300,256000,1469,1545,8000,113.4
6,6,100,2800,65,4000,256000,1469,1545,8000,111.1
4,4,100,3800,91,4200,256000,1469,1545,8000,109.8
