CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuFrequency,CpuTDP,CpuTurboClock,GpuBandwidth,GpuBaseClock,GpuBoostClock,GpuMemorySize,FPS
12,24,100,3800,105,4600,448000,1410,1620,8000,113.6
8,16,100,3900,105,4500,448000,1410,1620,8000,112.5
8,16,100,3600,65,4400,448000,1410,1620,8000,110.9
6,12,100,3800,95,4400,448000,1410,1620,8000,110.4
6,12,100,3600,65,4200,448000,1410,1620,8000,107.2
6,12,100,3600,95,4250,448000,1410,1620,8000,103.7
6,12,100,3600,95,4000,448000,1410,1620,8000,97.3
6,12,100,3400,65,3900,448000,1410,1620,8000,96.3
8,16,100,3400,95,3800,448000,1410,1620,8000,93.1
8,16,100,3600,95,5000,352300,1607,1733,8000,118.2
8,8,100,3600,95,4900,352300,1607,1733,8000,117.1
6,12,100,3700,95,4700,352300,1607,1733,8000,109.2
4,8,100,4200,91,4500,352300,1607,1733,8000,105.8
6,6,100,2900,65,4100,352300,1607,1733,8000,104.5
6,6,100,3600,95,4300,352300,1607,1733,8000,103.3
6,6,100,2800,65,4000,352300,1607,1733,8000,101.1
4,4,100,3800,91,4200,352300,1607,1733,8000,100.7
4,4,100,3400,65,3800,352300,1607,1733,8000,94.8
2,4,100,3900,51,3900,352300,1607,1733,8000,79
12,24,100,3800,105,4600,352300,1607,1733,8000,112.9
8,16,100,3900,105,4500,352300,1607,1733,8000,111.9
8,16,100,3600,65,4400,352300,1607,1733,8000,110.3
6,12,100,3800,95,4400,352300,1607,1733,8000,109.8
6,12,100,3600,65,4200,352300,1607,1733,8000,106.6
6,12,100,3600,95,4250,352300,1607,1733,8000,103.1
6,12,100,3600,95,4000,352300,1607,1733,8000,96.9
6,12,100,3400,65,3900,352300,1607,1733,8000,95.8
8,16,100,3400,95,3800,352300,1607,1733,8000,92.8
8,16,100,3600,95,5000,448000,1470,1650,8000,116
8,8,100,3600,95,4900,448000,1470,1650,8000,115
6,12,100,3700,95,4700,448000,1470,1650,8000,106.3
4,8,100,4200,91,4500,448000,1470,1650,8000,103.2
6,6,100,2900,65,4100,448000,1470,1650,8000,102.6
6,6,100,3600,95,4300,448000,1470,1650,8000,101.2
6,6,100,2800,65,4000,448000,1470,1650,8000,99.2
4,4,100,3800,91,4200,448000,1470,1650,8000,98.2
4,4,100,3400,65,3800,448000,1470,1650,8000,93
2,4,100,3900,51,3900,448000,1470,1650,8000,77.5
12,24,100,3800,105,4600,448000,1470,1650,8000,110.9
8,16,100,3900,105,4500,448000,1470,1650,8000,109.9
8,16,100,3600,65,4400,448000,1470,1650,8000,108.2
6,12,100,3800,95,4400,448000,1470,1650,8000,107.7
6,12,100,3600,65,4200,448000,1470,1650,8000,104.6
6,12,100,3600,95,4250,448000,1470,1650,8000,101.2
6,12,100,3600,95,4000,448000,1470,1650,8000,95
6,12,100,3400,65,3900,448000,1470,1650,8000,94
8,16,100,3400,95,3800,448000,1470,1650,8000,90.8
8,16,100,3600,95,5000,336000,1365,1680,6000,113.7
8,8,100,3600,95,4900,336000,1365,1680,6000,112.7
6,12,100,3700,95,4700,336000,1365,1680,6000,104.3
4,8,100,4200,91,4500,336000,1365,1680,6000,101.2
6,6,100,2900,65,4100,336000,1365,1680,6000,100.6
6,6,100,3600,95,4300,336000,1365,1680,6000,99.2
6,6,100,2800,65,4000,336000,1365,1680,6000,97.1
4,4,100,3800,91,4200,336000,1365,1680,6000,96.2
4,4,100,3400,65,3800,336000,1365,1680,6000,91.1
2,4,100,3900,51,3900,336000,1365,1680,6000,75.9
12,24,100,3800,105,4600,336000,1365,1680,6000,108.8
8,16,100,3900,105,4500,336000,1365,1680,6000,107.7
8,16,100,3600,65,4400,336000,1365,1680,6000,106.2
6,12,100,3800,95,4400,336000,1365,1680,6000,105.7
6,12,100,3600,65,4200,336000,1365,1680,6000,102.6
6,12,100,3600,95,4250,336000,1365,1680,6000,99.2
6,12,100,3600,95,4000,336000,1365,1680,6000,93.2
6,12,100,3400,65,3900,336000,1365,1680,6000,92.1
8,16,100,3400,95,3800,336000,1365,1680,6000,89.1
8,16,100,3600,95,5000,256300,1607,1683,8000,112.2
8,8,100,3600,95,4900,256300,1607,1683,8000,111.2
6,12,100,3700,95,4700,256300,1607,1683,8000,103.3
4,8,100,4200,91,4500,256300,1607,1683,8000,100.7
6,6,100,2900,65,4100,256300,1607,1683,8000,99.2
6,6,100,3600,95,4300,256300,1607,1683,8000,98
6,6,100,2800,65,4000,256300,1607,1683,8000,96
4,4,100,3800,91,4200,256300,1607,1683,8000,95.5
4,4,100,3400,65,3800,256300,1607,1683,8000,90.4
2,4,100,3900,51,3900,256300,1607,1683,8000,75.5
12,24,100,3800,105,4600,256300,1607,1683,8000,107.2
8,16,100,3900,105,4500,256300,1607,1683,8000,106.2
8,16,100,3600,65,4400,256300,1607,1683,8000,104.7
6,12,100,3800,95,4400,256300,1607,1683,8000,104.2
6,12,100,3600,65,4200,256300,1607,1683,8000,101.1
6,12,100,3600,95,4250,256300,1607,1683,8000,97.8
6,12,100,3600,95,4000,256300,1607,1683,8000,92.2
6,12,100,3400,65,3900,256300,1607,1683,8000,90.8
8,16,100,3400,95,3800,256300,1607,1683,8000,88.4
8,16,100,3600,95,5000,256300,1506,1683,8000,106.3
8,8,100,3600,95,4900,256300,1506,1683,8000,105.4
6,12,100,3700,95,4700,256300,1506,1683,8000,97.5
4,8,100,4200,91,4500,256300,1506,1683,8000,94.8
6,6,100,2900,65,4100,256300,1506,1683,8000,94
6,6,100,3600,95,4300,256300,1506,1683,8000,92.8
6,6,100,2800,65,4000,256300,1506,1683,8000,91.5
4,4,100,3800,91,4200,256300,1506,1683,8000,90.2
4,4,100,3400,65,3800,256300,1506,1683,8000,85.6
2,4,100,3900,51,3900,256300,1506,1683,8000,71.5
12,24,100,3800,105,4600,256300,1506,1683,8000,101.6
8,16,100,3900,105,4500,256300,1506,1683,8000,100.6
8,16,100,3600,65,4400,256300,1506,1683,8000,99.2
6,12,100,3800,95,4400,256300,1506,1683,8000,98.7
6,12,100,3600,65,4200,256300,1506,1683,8000,95.9
6,12,100,3600,95,4250,256300,1506,1683,8000,92.7
6,12,100,3600,95,4000,256300,1506,1683,8000,87.5
6,12,100,3400,65,3900,256300,1506,1683,8000,86
8,16,100,3400,95,3800,256300,1506,1683,8000,83.6
8,16,100,3600,95,5000,288000,1500,1770,6000,106.3
8,8,100,3600,95,4900,288000,1500,1770,6000,105.4
6,12,100,3700,95,4700,288000,1500,1770,6000,97.5
4,8,100,4200,91,4500,288000,1500,1770,6000,94.6
6,6,100,2900,65,4100,288000,1500,1770,6000,94
6,6,100,3600,95,4300,288000,1500,1770,6000,92.7
6,6,100,2800,65,4000,288000,1500,1770,6000,90.8
4,4,100,3800,91,4200,288000,1500,1770,6000,89.9
4,4,100,3400,65,3800,288000,1500,1770,6000,85.1
2,4,100,3900,51,3900,288000,1500,1770,6000,71
12,24,100,3800,105,4600,288000,1500,1770,6000,101.6
8,16,100,3900,105,4500,288000,1500,1770,6000,100.6
8,16,100,3600,65,4400,288000,1500,1770,6000,99.2
6,12,100,3800,95,4400,288000,1500,1770,6000,98.7
6,12,100,3600,65,4200,288000,1500,1770,6000,95.9
6,12,100,3600,95,4250,288000,1500,1770,6000,92.7
6,12,100,3600,95,4000,288000,1500,1770,6000,87
6,12,100,3400,65,3900,288000,1500,1770,6000,86
8,16,100,3400,95,3800,288000,1500,1770,6000,83.3
8,16,100,3600,95,5000,336000,1530,1785,6000,105.4
8,8,100,3600,95,4900,336000,1530,1785,6000,104.5
6,12,100,3700,95,4700,336000,1530,1785,6000,96.6
4,8,100,4200,91,4500,336000,1530,1785,6000,93.8
6,6,100,2900,65,4100,336000,1530,1785,6000,93.1
6,6,100,3600,95,4300,336000,1530,1785,6000,91.9
6,6,100,2800,65,4000,336000,1530,1785,6000,90
4,4,100,3800,91,4200,336000,1530,1785,6000,89.1
4,4,100,3400,65,3800,336000,1530,1785,6000,84.4
2,4,100,3900,51,3900,336000,1530,1785,6000,70.4
12,24,100,3800,105,4600,336000,1530,1785,6000,100.8
8,16,100,3900,105,4500,336000,1530,1785,6000,99.8
8,16,100,3600,65,4400,336000,1530,1785,6000,98.3
6,12,100,3800,95,4400,336000,1530,1785,6000,97.9
6,12,100,3600,65,4200,336000,1530,1785,6000,95.1
6,12,100,3600,95,4250,336000,1530,1785,6000,91.9
6,12,100,3600,95,4000,336000,1530,1785,6000,86.3
6,12,100,3400,65,3900,336000,1530,1785,6000,85.4
8,16,100,3400,95,3800,336000,1530,1785,6000,82.6
8,16,100,3600,95,5000,336600,1000,1076,6000,105.4
8,8,100,3600,95,4900,336600,1000,1076,6000,104.5
6,12,100,3700,95,4700,336600,1000,1076,6000,96.6
4,8,100,4200,91,4500,336600,1000,1076,6000,93.8
6,6,100,2900,65,4100,336600,1000,1076,6000,93.1
6,6,100,3600,95,4300,336600,1000,1076,6000,91.9
6,6,100,2800,65,4000,336600,1000,1076,6000,90
4,4,100,3800,91,4200,336600,1000,1076,6000,89.1
4,4,100,3400,65,3800,336600,1000,1076,6000,84.4
2,4,100,3900,51,3900,336600,1000,1076,6000,70.4
12,24,100,3800,105,4600,336600,1000,1076,6000,100.8
8,16,100,3900,105,4500,336600,1000,1076,6000,99.8
8,16,100,3600,65,4400,336600,1000,1076,6000,98.3
6,12,100,3800,95,4400,336600,1000,1076,6000,97.9
6,12,100,3600,65,4200,336600,1000,1076,6000,95.1
6,12,100,3600,95,4250,336600,1000,1076,6000,91.9
6,12,100,3600,95,4000,336600,1000,1076,6000,86.3
6,12,100,3400,65,3900,336600,1000,1076,6000,85.4
8,16,100,3400,95,3800,336600,1000,1076,6000,82.6
8,16,100,3600,95,5000,192100,1530,1785,6000,103.5
8,8,100,3600,95,4900,192100,1530,1785,6000,102.7
6,12,100,3700,95,4700,192100,1530,1785,6000,94.9
4,8,100,4200,91,4500,192100,1530,1785,6000,92.2
6,6,100,2900,65,4100,192100,1530,1785,6000,91.5
6,6,100,3600,95,4300,192100,1530,1785,6000,90.3
6,6,100,2800,65,4000,192100,1530,1785,6000,88.6
4,4,100,3800,91,4200,192100,1530,1785,6000,87.6
4,4,100,3400,65,3800,192100,1530,1785,6000,83
2,4,100,3900,51,3900,192100,1530,1785,6000,69.1
12,24,100,3800,105,4600,192100,1530,1785,6000,99
8,16,100,3900,105,4500,192100,1530,1785,6000,98
8,16,100,3600,65,4400,192100,1530,1785,6000,96.7
6,12,100,3800,95,4400,192100,1530,1785,6000,96.3
6,12,100,3600,65,4200,192100,1530,1785,6000,93.4
6,12,100,3600,95,4250,192100,1530,1785,6000,90.3
6,12,100,3600,95,4000,192100,1530,1785,6000,84.8
6,12,100,3400,65,3900,192100,1530,1785,6000,83.8
8,16,100,3400,95,3800,192100,1530,1785,6000,81.1
8,16,100,3600,95,5000,192200,1506,1709,6000,101.7
8,8,100,3600,95,4900,192200,1506,1709,6000,100.8
6,12,100,3700,95,4700,192200,1506,1709,6000,94
4,8,100,4200,91,4500,192200,1506,1709,6000,91
6,6,100,2900,65,4100,192200,1506,1709,6000,89.9
6,6,100,3600,95,4300,192200,1506,1709,6000,89.1
6,6,100,2800,65,4000,192200,1506,1709,6000,87
4,4,100,3800,91,4200,192200,1506,1709,6000,86.6
4,4,100,3400,65,3800,192200,1506,1709,6000,82.1
2,4,100,3900,51,3900,192200,1506,1709,6000,68.1
12,24,100,3800,105,4600,192200,1506,1709,6000,97.2
8,16,100,3900,105,4500,192200,1506,1709,6000,96.3
8,16,100,3600,65,4400,192200,1506,1709,6000,94.9
6,12,100,3800,95,4400,192200,1506,1709,6000,94.5
6,12,100,3600,65,4200,192200,1506,1709,6000,91.8
6,12,100,3600,95,4250,192200,1506,1709,6000,88.7
6,12,100,3600,95,4000,192200,1506,1709,6000,84
6,12,100,3400,65,3900,192200,1506,1709,6000,82.4
8,16,100,3400,95,3800,192200,1506,1709,6000,80.4
8,16,100,3600,95,5000,224400,1127,1216,4000,93.8
8,8,100,3600,95,4900,224400,1127,1216,4000,92.9
6,12,100,3700,95,4700,224400,1127,1216,4000,86
4,8,100,4200,91,4500,224400,1127,1216,4000,83.5
6,6,100,2900,65,4100,224400,1127,1216,4000,82.9
6,6,100,3600,95,4300,224400,1127,1216,4000,81.8
6,6,100,2800,65,4000,224400,1127,1216,4000,80.1
4,4,100,3800,91,4200,224400,1127,1216,4000,79.2
4,4,100,3400,65,3800,224400,1127,1216,4000,75.2
2,4,100,3900,51,3900,224400,1127,1216,4000,62.6
12,24,100,3800,105,4600,224400,1127,1216,4000,89.5
8,16,100,3900,105,4500,224400,1127,1216,4000,88.7
8,16,100,3600,65,4400,224400,1127,1216,4000,87.6
6,12,100,3800,95,4400,224400,1127,1216,4000,87.1
6,12,100,3600,65,4200,224400,1127,1216,4000,84.6
6,12,100,3600,95,4250,224400,1127,1216,4000,81.8
6,12,100,3600,95,4000,224400,1127,1216,4000,76.8
6,12,100,3400,65,3900,224400,1127,1216,4000,76
8,16,100,3400,95,3800,224400,1127,1216,4000,73.5
8,16,100,3600,95,5000,160200,1506,1709,5000,92.7
8,8,100,3600,95,4900,160200,1506,1709,5000,91.9
6,12,100,3700,95,4700,160200,1506,1709,5000,85.7
4,8,100,4200,91,4500,160200,1506,1709,5000,82.7
6,6,100,2900,65,4100,160200,1506,1709,5000,82
6,6,100,3600,95,4300,160200,1506,1709,5000,81
6,6,100,2800,65,4000,160200,1506,1709,5000,79.9
4,4,100,3800,91,4200,160200,1506,1709,5000,78.9
4,4,100,3400,65,3800,160200,1506,1709,5000,74.8
2,4,100,3900,51,3900,160200,1506,1709,5000,62.2
12,24,100,3800,105,4600,160200,1506,1709,5000,88.6
8,16,100,3900,105,4500,160200,1506,1709,5000,87.8
8,16,100,3600,65,4400,160200,1506,1709,5000,86.5
6,12,100,3800,95,4400,160200,1506,1709,5000,86.1
6,12,100,3600,65,4200,160200,1506,1709,5000,83.7
6,12,100,3600,95,4250,160200,1506,1709,5000,80.9
6,12,100,3600,95,4000,160200,1506,1709,5000,76.5
6,12,100,3400,65,3900,160200,1506,1709,5000,75
8,16,100,3400,95,3800,160200,1506,1709,5000,72.8
8,16,100,3600,95,5000,224400,1050,1178,4000,89.5
8,8,100,3600,95,4900,224400,1050,1178,4000,88.8
6,12,100,3700,95,4700,224400,1050,1178,4000,82
4,8,100,4200,91,4500,224400,1050,1178,4000,79.6
6,6,100,2900,65,4100,224400,1050,1178,4000,79.2
6,6,100,3600,95,4300,224400,1050,1178,4000,78
6,6,100,2800,65,4000,224400,1050,1178,4000,76.4
4,4,100,3800,91,4200,224400,1050,1178,4000,75.7
4,4,100,3400,65,3800,224400,1050,1178,4000,71.7
2,4,100,3900,51,3900,224400,1050,1178,4000,59.8
12,24,100,3800,105,4600,224400,1050,1178,4000,85.5
8,16,100,3900,105,4500,224400,1050,1178,4000,84.7
8,16,100,3600,65,4400,224400,1050,1178,4000,83.5
6,12,100,3800,95,4400,224400,1050,1178,4000,83.2
6,12,100,3600,65,4200,224400,1050,1178,4000,80.7
6,12,100,3600,95,4250,224400,1050,1178,4000,78
6,12,100,3600,95,4000,224400,1050,1178,4000,73.3
6,12,100,3400,65,3900,224400,1050,1178,4000,72.4
8,16,100,3400,95,3800,224400,1050,1178,4000,70.1
8,16,100,3600,95,5000,112100,1291,1392,4000,71.8
8,8,100,3600,95,4900,112100,1291,1392,4000,71.2
6,12,100,3700,95,4700,112100,1291,1392,4000,65.8
4,8,100,4200,91,4500,112100,1291,1392,4000,64.2
6,6,100,2900,65,4100,112100,1291,1392,4000,63.4
6,6,100,3600,95,4300,112100,1291,1392,4000,62.6
6,6,100,2800,65,4000,112100,1291,1392,4000,61.4
4,4,100,3800,91,4200,112100,1291,1392,4000,61.1
4,4,100,3400,65,3800,112100,1291,1392,4000,57.8
2,4,100,3900,51,3900,112100,1291,1392,4000,48
12,24,100,3800,105,4600,112100,1291,1392,4000,68.6
8,16,100,3900,105,4500,112100,1291,1392,4000,67.8
8,16,100,3600,65,4400,112100,1291,1392,4000,66.9
6,12,100,3800,95,4400,112100,1291,1392,4000,66.6
6,12,100,3600,65,4200,112100,1291,1392,4000,64.6
6,12,100,3600,95,4250,112100,1291,1392,4000,62.5
6,12,100,3600,95,4000,112100,1291,1392,4000,59.1
6,12,100,3400,65,3900,112100,1291,1392,4000,58.1
8,16,100,3400,95,3800,112100,1291,1392,4000,56.5
8,16,100,3600,95,5000,84100,1392,1518,3000,65.3
8,8,100,3600,95,4900,84100,1392,1518,3000,64.6
6,12,100,3700,95,4700,84100,1392,1518,3000,60.1
4,8,100,4200,91,4500,84100,1392,1518,3000,58.3
6,6,100,2900,65,4100,84100,1392,1518,3000,57.7
6,6,100,3600,95,4300,84100,1392,1518,3000,57.2
6,6,100,2800,65,4000,84100,1392,1518,3000,55.8
4,4,100,3800,91,4200,84100,1392,1518,3000,55.6
4,4,100,3400,65,3800,84100,1392,1518,3000,52.5
2,4,100,3900,51,3900,84100,1392,1518,3000,43.8
12,24,100,3800,105,4600,84100,1392,1518,3000,62.3
8,16,100,3900,105,4500,84100,1392,1518,3000,61.7
8,16,100,3600,65,4400,84100,1392,1518,3000,60.8
6,12,100,3800,95,4400,84100,1392,1518,3000,60.6
6,12,100,3600,65,4200,84100,1392,1518,3000,58.7
6,12,100,3600,95,4250,84100,1392,1518,3000,56.9
6,12,100,3600,95,4000,84100,1392,1518,3000,53.9
6,12,100,3400,65,3900,84100,1392,1518,3000,52.8
8,16,100,3400,95,3800,84100,1392,1518,3000,51.3
8,16,100,3600,95,5000,448000,1605,1905,8000,116.7
8,8,100,3600,95,4900,448000,1605,1905,8000,115.7
6,12,100,3700,95,4700,448000,1605,1905,8000,107
4,8,100,4200,91,4500,448000,1605,1905,8000,104
6,6,100,2900,65,4100,448000,1605,1905,8000,103.2
6,6,100,3600,95,4300,448000,1605,1905,8000,101.8
6,6,100,2800,65,4000,448000,1605,1905,8000,99.7
4,4,100,3800,91,4200,448000,1605,1905,8000,98.7
4,4,100,3400,65,3800,448000,1605,1905,8000,93.5
2,4,100,3900,51,3900,448000,1605,1905,8000,77.9
12,24,100,3800,105,4600,448000,1605,1905,8000,111.6
8,16,100,3900,105,4500,448000,1605,1905,8000,110.5
8,16,100,3600,65,4400,448000,1605,1905,8000,109
6,12,100,3800,95,4400,448000,1605,1905,8000,108.5
6,12,100,3600,65,4200,448000,1605,1905,8000,105.3
6,12,100,3600,95,4250,448000,1605,1905,8000,101.8
6,12,100,3600,95,4000,448000,1605,1905,8000,95.6
6,12,100,3400,65,3900,448000,1605,1905,8000,94.6
8,16,100,3400,95,3800,448000,1605,1905,8000,91.4
8,16,100,3600,95,5000,448000,1465,1725,8000,114.5
8,8,100,3600,95,4900,448000,1465,1725,8000,113.5
6,12,100,3700,95,4700,448000,1465,1725,8000,104.9
4,8,100,4200,91,4500,448000,1465,1725,8000,101.9
6,6,100,2900,65,4100,448000,1465,1725,8000,101.3
6,6,100,3600,95,4300,448000,1465,1725,8000,99.9
6,6,100,2800,65,4000,448000,1465,1725,8000,97.8
4,4,100,3800,91,4200,448000,1465,1725,8000,96.8
4,4,100,3400,65,3800,448000,1465,1725,8000,91.7
2,4,100,3900,51,3900,448000,1465,1725,8000,76.4
12,24,100,3800,105,4600,448000,1465,1725,8000,109.4
8,16,100,3900,105,4500,448000,1465,1725,8000,108.4
8,16,100,3600,65,4400,448000,1465,1725,8000,106.8
6,12,100,3800,95,4400,448000,1465,1725,8000,106.3
6,12,100,3600,65,4200,448000,1465,1725,8000,103.3
6,12,100,3600,95,4250,448000,1465,1725,8000,99.9
6,12,100,3600,95,4000,448000,1465,1725,8000,93.7
6,12,100,3400,65,3900,448000,1465,1725,8000,92.7
8,16,100,3400,95,3800,448000,1465,1725,8000,89.7
8,16,100,3600,95,5000,402400,1250,1350,16000,113
8,8,100,3600,95,4900,402400,1250,1350,16000,112
6,12,100,3700,95,4700,402400,1250,1350,16000,103.6
4,8,100,4200,91,4500,402400,1250,1350,16000,100.5
6,6,100,2900,65,4100,402400,1250,1350,16000,99.9
6,6,100,3600,95,4300,402400,1250,1350,16000,98.5
6,6,100,2800,65,4000,402400,1250,1350,16000,96.6
4,4,100,3800,91,4200,402400,1250,1350,16000,95.5
4,4,100,3400,65,3800,402400,1250,1350,16000,90.5
2,4,100,3900,51,3900,402400,1250,1350,16000,75.4
12,24,100,3800,105,4600,402400,1250,1350,16000,108
8,16,100,3900,105,4500,402400,1250,1350,16000,107
8,16,100,3600,65,4400,402400,1250,1350,16000,105.4
6,12,100,3800,95,4400,402400,1250,1350,16000,104.9
6,12,100,3600,65,4200,402400,1250,1350,16000,101.9
6,12,100,3600,95,4250,402400,1250,1350,16000,98.5
6,12,100,3600,95,4000,402400,1250,1350,16000,92.4
6,12,100,3400,65,3900,402400,1250,1350,16000,91.5
8,16,100,3400,95,3800,402400,1250,1350,16000,88.5
8,16,100,3600,95,5000,256000,1469,1545,8000,102.6
8,8,100,3600,95,4900,256000,1469,1545,8000,101.7
6,12,100,3700,95,4700,256000,1469,1545,8000,94.1
4,8,100,4200,91,4500,256000,1469,1545,8000,91.4
6,6,100,2900,65,4100,256000,1469,1545,8000,90.7
6,6,100,3600,95,4300,256000,1469,1545,8000,89.5
6,6,100,2800,65,4000,256000,1469,1545,8000,87.7
