CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuFrequency,CpuTDP,CpuTurboClock,GpuBandwidth,GpuBaseClock,GpuBoostClock,GpuMemorySize,FPS
8,16,100,3400,95,3800,336600,1000,1089,12000,62.9
8,16,100,3600,95,5000,448000,1605,1770,8000,79.2
8,8,100,3600,95,4900,448000,1605,1770,8000,78.4
6,12,100,3700,95,4700,448000,1605,1770,8000,72.9
4,8,100,4200,91,4500,448000,1605,1770,8000,70.8
6,6,100,2900,65,4100,448000,1605,1770,8000,70
6,6,100,3600,95,4300,448000,1605,1770,8000,69.4
6,6,100,2800,65,4000,448000,1605,1770,8000,67.9
4,4,100,3800,91,4200,448000,1605,1770,8000,67.2
4,4,100,3400,65,3800,448000,1605,1770,8000,63.7
2,4,100,3900,51,3900,448000,1605,1770,8000,53.1
12,24,100,3800,105,4600,448000,1605,1770,8000,75.6
8,16,100,3900,105,4500,448000,1605,1770,8000,74.9
8,16,100,3600,65,4400,448000,1605,1770,8000,73.9
6,12,100,3800,95,4400,448000,1605,1770,8000,73.5
6,12,100,3600,65,4200,448000,1605,1770,8000,71.4
6,12,100,3600,95,4250,448000,1605,1770,8000,69.4
6,12,100,3600,95,4000,448000,1605,1770,8000,65.1
6,12,100,3400,65,3900,448000,1605,1770,8000,64.4
8,16,100,3400,95,3800,448000,1605,1770,8000,62.3
8,16,100,3600,95,5000,448000,1410,1620,8000,75.9
8,8,100,3600,95,4900,448000,1410,1620,8000,75.2
6,12,100,3700,95,4700,448000,1410,1620,8000,69.9
4,8,100,4200,91,4500,448000,1410,1620,8000,67.9
6,6,100,2900,65,4100,448000,1410,1620,8000,67.1
6,6,100,3600,95,4300,448000,1410,1620,8000,66.5
6,6,100,2800,65,4000,448000,1410,1620,8000,65.2
4,4,100,3800,91,4200,448000,1410,1620,8000,64.5
4,4,100,3400,65,3800,448000,1410,1620,8000,61.1
2,4,100,3900,51,3900,448000,1410,1620,8000,50.9
12,24,100,3800,105,4600,448000,1410,1620,8000,72.5
8,16,100,3900,105,4500,448000,1410,1620,8000,71.9
8,16,100,3600,65,4400,448000,1410,1620,8000,70.8
6,12,100,3800,95,4400,448000,1410,1620,8000,70.5
6,12,100,3600,65,4200,448000,1410,1620,8000,68.5
6,12,100,3600,95,4250,448000,1410,1620,8000,66.5
6,12,100,3600,95,4000,448000,1410,1620,8000,62.5
6,12,100,3400,65,3900,448000,1410,1620,8000,61.8
8,16,100,3400,95,3800,448000,1410,1620,8000,59.7
8,16,100,3600,95,5000,352300,1607,1733,8000,75.1
8,8,100,3600,95,4900,352300,1607,1733,8000,74.4
6,12,100,3700,95,4700,352300,1607,1733,8000,69.2
4,8,100,4200,91,4500,352300,1607,1733,8000,67.2
6,6,100,2900,65,4100,352300,1607,1733,8000,66.4
6,6,100,3600,95,4300,352300,1607,1733,8000,65.8
6,6,100,2800,65,4000,352300,1607,1733,8000,64.5
4,4,100,3800,91,4200,352300,1607,1733,8000,63.8
4,4,100,3400,65,3800,352300,1607,1733,8000,60.4
2,4,100,3900,51,3900,352300,1607,1733,8000,50.4
12,24,100,3800,105,4600,352300,1607,1733,8000,71.8
8,16,100,3900,105,4500,352300,1607,1733,8000,71.1
8,16,100,3600,65,4400,352300,1607,1733,8000,70.1
6,12,100,3800,95,4400,352300,1607,1733,8000,69.7
6,12,100,3600,65,4200,352300,1607,1733,8000,67.7
6,12,100,3600,95,4250,352300,1607,1733,8000,65.8
6,12,100,3600,95,4000,352300,1607,1733,8000,61.8
6,12,100,3400,65,3900,352300,1607,1733,8000,61.1
8,16,100,3400,95,3800,352300,1607,1733,8000,59.1
8,16,100,3600,95,5000,448000,1470,1650,8000,72.7
8,8,100,3600,95,4900,448000,1470,1650,8000,72
6,12,100,3700,95,4700,448000,1470,1650,8000,66.9
4,8,100,4200,91,4500,448000,1470,1650,8000,65
6,6,100,2900,65,4100,448000,1470,1650,8000,64.3
6,6,100,3600,95,4300,448000,1470,1650,8000,63.7
6,6,100,2800,65,4000,448000,1470,1650,8000,62.4
4,4,100,3800,91,4200,448000,1470,1650,8000,61.7
4,4,100,3400,65,3800,448000,1470,1650,8000,58.5
2,4,100,3900,51,3900,448000,1470,1650,8000,48.7
12,24,100,3800,105,4600,448000,1470,1650,8000,69.4
8,16,100,3900,105,4500,448000,1470,1650,8000,68.8
8,16,100,3600,65,4400,448000,1470,1650,8000,67.8
6,12,100,3800,95,4400,448000,1470,1650,8000,67.5
6,12,100,3600,65,4200,448000,1470,1650,8000,65.6
6,12,100,3600,95,4250,448000,1470,1650,8000,63.7
6,12,100,3600,95,4000,448000,1470,1650,8000,59.8
6,12,100,3400,65,3900,448000,1470,1650,8000,59.1
8,16,100,3400,95,3800,448000,1470,1650,8000,57.2
8,16,100,3600,95,5000,336000,1365,1680,6000,70.3
8,8,100,3600,95,4900,336000,1365,1680,6000,69.6
6,12,100,3700,95,4700,336000,1365,1680,6000,64.7
4,8,100,4200,91,4500,336000,1365,1680,6000,62.8
6,6,100,2900,65,4100,336000,1365,1680,6000,62.1
6,6,100,3600,95,4300,336000,1365,1680,6000,61.6
6,6,100,2800,65,4000,336000,1365,1680,6000,60.3
4,4,100,3800,91,4200,336000,1365,1680,6000,59.7
4,4,100,3400,65,3800,336000,1365,1680,6000,56.5
2,4,100,3900,51,3900,336000,1365,1680,6000,47.1
12,24,100,3800,105,4600,336000,1365,1680,6000,67.1
8,16,100,3900,105,4500,336000,1365,1680,6000,66.5
8,16,100,3600,65,4400,336000,1365,1680,6000,65.6
6,12,100,3800,95,4400,336000,1365,1680,6000,65.2
6,12,100,3600,65,4200,336000,1365,1680,6000,63.4
6,12,100,3600,95,4250,336000,1365,1680,6000,61.6
6,12,100,3600,95,4000,336000,1365,1680,6000,57.8
6,12,100,3400,65,3900,336000,1365,1680,6000,57.2
8,16,100,3400,95,3800,336000,1365,1680,6000,55.3
8,16,100,3600,95,5000,256300,1607,1683,8000,68.7
8,8,100,3600,95,4900,256300,1607,1683,8000,68
6,12,100,3700,95,4700,256300,1607,1683,8000,63.2
4,8,100,4200,91,4500,256300,1607,1683,8000,61.4
6,6,100,2900,65,4100,256300,1607,1683,8000,60.7
6,6,100,3600,95,4300,256300,1607,1683,8000,60.2
6,6,100,2800,65,4000,256300,1607,1683,8000,58.9
4,4,100,3800,91,4200,256300,1607,1683,8000,58.3
4,4,100,3400,65,3800,256300,1607,1683,8000,55.2
2,4,100,3900,51,3900,256300,1607,1683,8000,46
12,24,100,3800,105,4600,256300,1607,1683,8000,65.6
8,16,100,3900,105,4500,256300,1607,1683,8000,65
8,16,100,3600,65,4400,256300,1607,1683,8000,64.1
6,12,100,3800,95,4400,256300,1607,1683,8000,63.7
6,12,100,3600,65,4200,256300,1607,1683,8000,61.9
6,12,100,3600,95,4250,256300,1607,1683,8000,60.2
6,12,100,3600,95,4000,256300,1607,1683,8000,56.5
6,12,100,3400,65,3900,256300,1607,1683,8000,55.9
8,16,100,3400,95,3800,256300,1607,1683,8000,54
8,16,100,3600,95,5000,256300,1506,1683,8000,63
8,8,100,3600,95,4900,256300,1506,1683,8000,62.4
6,12,100,3700,95,4700,256300,1506,1683,8000,58
4,8,100,4200,91,4500,256300,1506,1683,8000,56.3
6,6,100,2900,65,4100,256300,1506,1683,8000,55.7
6,6,100,3600,95,4300,256300,1506,1683,8000,55.2
6,6,100,2800,65,4000,256300,1506,1683,8000,54.1
4,4,100,3800,91,4200,256300,1506,1683,8000,53.5
4,4,100,3400,65,3800,256300,1506,1683,8000,50.7
2,4,100,3900,51,3900,256300,1506,1683,8000,42.2
12,24,100,3800,105,4600,256300,1506,1683,8000,60.2
8,16,100,3900,105,4500,256300,1506,1683,8000,59.6
8,16,100,3600,65,4400,256300,1506,1683,8000,58.8
6,12,100,3800,95,4400,256300,1506,1683,8000,58.5
6,12,100,3600,65,4200,256300,1506,1683,8000,56.8
6,12,100,3600,95,4250,256300,1506,1683,8000,55.2
6,12,100,3600,95,4000,256300,1506,1683,8000,51.8
6,12,100,3400,65,3900,256300,1506,1683,8000,51.3
8,16,100,3400,95,3800,256300,1506,1683,8000,49.6
8,16,100,3600,95,5000,288000,1500,1770,6000,63
8,8,100,3600,95,4900,288000,1500,1770,6000,62.4
6,12,100,3700,95,4700,288000,1500,1770,6000,58
4,8,100,4200,91,4500,288000,1500,1770,6000,56.3
6,6,100,2900,65,4100,288000,1500,1770,6000,55.7
6,6,100,3600,95,4300,288000,1500,1770,6000,55.2
6,6,100,2800,65,4000,288000,1500,1770,6000,54.1
4,4,100,3800,91,4200,288000,1500,1770,6000,53.5
4,4,100,3400,65,3800,288000,1500,1770,6000,50.7
2,4,100,3900,51,3900,288000,1500,1770,6000,42.2
12,24,100,3800,105,4600,288000,1500,1770,6000,60.2
8,16,100,3900,105,4500,288000,1500,1770,6000,59.6
8,16,100,3600,65,4400,288000,1500,1770,6000,58.8
6,12,100,3800,95,4400,288000,1500,1770,6000,58.5
6,12,100,3600,65,4200,288000,1500,1770,6000,56.8
6,12,100,3600,95,4250,288000,1500,1770,6000,55.2
6,12,100,3600,95,4000,288000,1500,1770,6000,51.8
6,12,100,3400,65,3900,288000,1500,1770,6000,51.3
8,16,100,3400,95,3800,288000,1500,1770,6000,49.6
8,16,100,3600,95,5000,336000,1530,1785,6000,62.2
8,8,100,3600,95,4900,336000,1530,1785,6000,61.6
6,12,100,3700,95,4700,336000,1530,1785,6000,57.3
4,8,100,4200,91,4500,336000,1530,1785,6000,55.6
6,6,100,2900,65,4100,336000,1530,1785,6000,55
6,6,100,3600,95,4300,336000,1530,1785,6000,54.5
6,6,100,2800,65,4000,336000,1530,1785,6000,53.4
4,4,100,3800,91,4200,336000,1530,1785,6000,52.8
4,4,100,3400,65,3800,336000,1530,1785,6000,50
2,4,100,3900,51,3900,336000,1530,1785,6000,41.7
12,24,100,3800,105,4600,336000,1530,1785,6000,59.4
8,16,100,3900,105,4500,336000,1530,1785,6000,58.9
8,16,100,3600,65,4400,336000,1530,1785,6000,58
6,12,100,3800,95,4400,336000,1530,1785,6000,57.7
6,12,100,3600,65,4200,336000,1530,1785,6000,56.1
6,12,100,3600,95,4250,336000,1530,1785,6000,54.5
6,12,100,3600,95,4000,336000,1530,1785,6000,51.2
6,12,100,3400,65,3900,336000,1530,1785,6000,50.6
8,16,100,3400,95,3800,336000,1530,1785,6000,48.9
8,16,100,3600,95,5000,336600,1000,1076,6000,62.2
8,8,100,3600,95,4900,336600,1000,1076,6000,61.6
6,12,100,3700,95,4700,336600,1000,1076,6000,57.3
4,8,100,4200,91,4500,336600,1000,1076,6000,55.6
6,6,100,2900,65,4100,336600,1000,1076,6000,55
6,6,100,3600,95,4300,336600,1000,1076,6000,54.5
6,6,100,2800,65,4000,336600,1000,1076,6000,53.4
4,4,100,3800,91,4200,336600,1000,1076,6000,52.8
4,4,100,3400,65,3800,336600,1000,1076,6000,50
2,4,100,3900,51,3900,336600,1000,1076,6000,41.7
12,24,100,3800,105,4600,336600,1000,1076,6000,59.4
8,16,100,3900,105,4500,336600,1000,1076,6000,58.9
8,16,100,3600,65,4400,336600,1000,1076,6000,58
6,12,100,3800,95,4400,336600,1000,1076,6000,57.7
6,12,100,3600,65,4200,336600,1000,1076,6000,56.1
6,12,100,3600,95,4250,336600,1000,1076,6000,54.5
6,12,100,3600,95,4000,336600,1000,1076,6000,51.2
6,12,100,3400,65,3900,336600,1000,1076,6000,50.6
8,16,100,3400,95,3800,336600,1000,1076,6000,48.9
8,16,100,3600,95,5000,192100,1530,1785,6000,60.6
8,8,100,3600,95,4900,192100,1530,1785,6000,60
6,12,100,3700,95,4700,192100,1530,1785,6000,55.8
4,8,100,4200,91,4500,192100,1530,1785,6000,54.2
6,6,100,2900,65,4100,192100,1530,1785,6000,53.5
6,6,100,3600,95,4300,192100,1530,1785,6000,53.1
6,6,100,2800,65,4000,192100,1530,1785,6000,52
4,4,100,3800,91,4200,192100,1530,1785,6000,51.5
4,4,100,3400,65,3800,192100,1530,1785,6000,48.7
2,4,100,3900,51,3900,192100,1530,1785,6000,40.6
12,24,100,3800,105,4600,192100,1530,1785,6000,57.9
8,16,100,3900,105,4500,192100,1530,1785,6000,57.3
8,16,100,3600,65,4400,192100,1530,1785,6000,56.5
6,12,100,3800,95,4400,192100,1530,1785,6000,56.2
6,12,100,3600,65,4200,192100,1530,1785,6000,54.6
6,12,100,3600,95,4250,192100,1530,1785,6000,53.1
6,12,100,3600,95,4000,192100,1530,1785,6000,49.8
6,12,100,3400,65,3900,192100,1530,1785,6000,49.3
8,16,100,3400,95,3800,192100,1530,1785,6000,47.7
8,16,100,3600,95,5000,192200,1506,1709,6000,59
8,8,100,3600,95,4900,192200,1506,1709,6000,58.4
6,12,100,3700,95,4700,192200,1506,1709,6000,54.3
4,8,100,4200,91,4500,192200,1506,1709,6000,52.7
6,6,100,2900,65,4100,192200,1506,1709,6000,52.1
6,6,100,3600,95,4300,192200,1506,1709,6000,51.7
6,6,100,2800,65,4000,192200,1506,1709,6000,50.6
4,4,100,3800,91,4200,192200,1506,1709,6000,50.1
4,4,100,3400,65,3800,192200,1506,1709,6000,47.4
2,4,100,3900,51,3900,192200,1506,1709,6000,39.5
12,24,100,3800,105,4600,192200,1506,1709,6000,56.3
8,16,100,3900,105,4500,192200,1506,1709,6000,55.8
8,16,100,3600,65,4400,192200,1506,1709,6000,55
6,12,100,3800,95,4400,192200,1506,1709,6000,54.7
6,12,100,3600,65,4200,192200,1506,1709,6000,53.2
6,12,100,3600,95,4250,192200,1506,1709,6000,51.7
6,12,100,3600,95,4000,192200,1506,1709,6000,48.5
6,12,100,3400,65,3900,192200,1506,1709,6000,48
8,16,100,3400,95,3800,192200,1506,1709,6000,46.4
8,16,100,3600,95,5000,224400,1127,1216,4000,52.5
8,8,100,3600,95,4900,224400,1127,1216,4000,52
6,12,100,3700,95,4700,224400,1127,1216,4000,48.3
4,8,100,4200,91,4500,224400,1127,1216,4000,46.9
6,6,100,2900,65,4100,224400,1127,1216,4000,46.4
6,6,100,3600,95,4300,224400,1127,1216,4000,46
6,6,100,2800,65,4000,224400,1127,1216,4000,45.1
4,4,100,3800,91,4200,224400,1127,1216,4000,44.6
4,4,100,3400,65,3800,224400,1127,1216,4000,42.2
2,4,100,3900,51,3900,224400,1127,1216,4000,35.2
12,24,100,3800,105,4600,224400,1127,1216,4000,50.2
8,16,100,3900,105,4500,224400,1127,1216,4000,49.7
8,16,100,3600,65,4400,224400,1127,1216,4000,49
6,12,100,3800,95,4400,224400,1127,1216,4000,48.7
6,12,100,3600,65,4200,224400,1127,1216,4000,47.3
6,12,100,3600,95,4250,224400,1127,1216,4000,46
6,12,100,3600,95,4000,224400,1127,1216,4000,43.2
6,12,100,3400,65,3900,224400,1127,1216,4000,42.7
8,16,100,3400,95,3800,224400,1127,1216,4000,41.3
8,16,100,3600,95,5000,160200,1506,1709,5000,51.7
8,8,100,3600,95,4900,160200,1506,1709,5000,51.2
6,12,100,3700,95,4700,160200,1506,1709,5000,47.6
4,8,100,4200,91,4500,160200,1506,1709,5000,46.2
6,6,100,2900,65,4100,160200,1506,1709,5000,45.7
6,6,100,3600,95,4300,160200,1506,1709,5000,45.3
6,6,100,2800,65,4000,160200,1506,1709,5000,44.4
4,4,100,3800,91,4200,160200,1506,1709,5000,43.9
4,4,100,3400,65,3800,160200,1506,1709,5000,41.6
2,4,100,3900,51,3900,160200,1506,1709,5000,34.7
12,24,100,3800,105,4600,160200,1506,1709,5000,49.4
8,16,100,3900,105,4500,160200,1506,1709,5000,48.9
8,16,100,3600,65,4400,160200,1506,1709,5000,48.2
6,12,100,3800,95,4400,160200,1506,1709,5000,48
6,12,100,3600,65,4200,160200,1506,1709,5000,46.6
6,12,100,3600,95,4250,160200,1506,1709,5000,45.3
6,12,100,3600,95,4000,160200,1506,1709,5000,42.5
6,12,100,3400,65,3900,160200,1506,1709,5000,42.1
8,16,100,3400,95,3800,160200,1506,1709,5000,40.7
8,16,100,3600,95,5000,224400,1050,1178,4000,49.3
8,8,100,3600,95,4900,224400,1050,1178,4000,48.8
6,12,100,3700,95,4700,224400,1050,1178,4000,45.4
4,8,100,4200,91,4500,224400,1050,1178,4000,44.1
6,6,100,2900,65,4100,224400,1050,1178,4000,43.6
6,6,100,3600,95,4300,224400,1050,1178,4000,43.2
6,6,100,2800,65,4000,224400,1050,1178,4000,42.3
4,4,100,3800,91,4200,224400,1050,1178,4000,41.8
4,4,100,3400,65,3800,224400,1050,1178,4000,39.6
2,4,100,3900,51,3900,224400,1050,1178,4000,33
12,24,100,3800,105,4600,224400,1050,1178,4000,47.1
8,16,100,3900,105,4500,224400,1050,1178,4000,46.6
8,16,100,3600,65,4400,224400,1050,1178,4000,46
6,12,100,3800,95,4400,224400,1050,1178,4000,45.7
6,12,100,3600,65,4200,224400,1050,1178,4000,44.4
6,12,100,3600,95,4250,224400,1050,1178,4000,43.2
6,12,100,3600,95,4000,224400,1050,1178,4000,40.5
6,12,100,3400,65,3900,224400,1050,1178,4000,40.1
8,16,100,3400,95,3800,224400,1050,1178,4000,38.8
8,16,100,3600,95,5000,112100,1291,1392,4000,37.2
8,8,100,3600,95,4900,112100,1291,1392,4000,36.8
6,12,100,3700,95,4700,112100,1291,1392,4000,34.2
4,8,100,4200,91,4500,112100,1291,1392,4000,33.2
6,6,100,2900,65,4100,112100,1291,1392,4000,32.8
6,6,100,3600,95,4300,112100,1291,1392,4000,32.6
6,6,100,2800,65,4000,112100,1291,1392,4000,31.9
4,4,100,3800,91,4200,112100,1291,1392,4000,31.6
4,4,100,3400,65,3800,112100,1291,1392,4000,29.9
2,4,100,3900,51,3900,112100,1291,1392,4000,24.9
12,24,100,3800,105,4600,112100,1291,1392,4000,35.5
8,16,100,3900,105,4500,112100,1291,1392,4000,35.2
8,16,100,3600,65,4400,112100,1291,1392,4000,34.7
6,12,100,3800,95,4400,112100,1291,1392,4000,34.5
6,12,100,3600,65,4200,112100,1291,1392,4000,33.5
6,12,100,3600,95,4250,112100,1291,1392,4000,32.6
6,12,100,3600,95,4000,112100,1291,1392,4000,30.6
6,12,100,3400,65,3900,112100,1291,1392,4000,30.2
8,16,100,3400,95,3800,112100,1291,1392,4000,29.2
8,16,100,3600,95,5000,84100,1392,1518,3000,33.1
8,8,100,3600,95,4900,84100,1392,1518,3000,32.8
6,12,100,3700,95,4700,84100,1392,1518,3000,30.5
4,8,100,4200,91,4500,84100,1392,1518,3000,29.6
6,6,100,2900,65,4100,84100,1392,1518,3000,29.3
6,6,100,3600,95,4300,84100,1392,1518,3000,29
6,6,100,2800,65,4000,84100,1392,1518,3000,28.4
4,4,100,3800,91,4200,84100,1392,1518,3000,28.1
4,4,100,3400,65,3800,84100,1392,1518,3000,26.6
2,4,100,3900,51,3900,84100,1392,1518,3000,22.2
12,24,100,3800,105,4600,84100,1392,1518,3000,31.6
8,16,100,3900,105,4500,84100,1392,1518,3000,31.3
8,16,100,3600,65,4400,84100,1392,1518,3000,30.9
6,12,100,3800,95,4400,84100,1392,1518,3000,30.7
6,12,100,3600,65,4200,84100,1392,1518,3000,29.9
6,12,100,3600,95,4250,84100,1392,1518,3000,29
6,12,100,3600,95,4000,84100,1392,1518,3000,27.2
6,12,100,3400,65,3900,84100,1392,1518,3000,26.9
8,16,100,3400,95,3800,84100,1392,1518,3000,26.1
8,16,100,3600,95,5000,448000,1605,1905,8000,73.5
8,8,100,3600,95,4900,448000,1605,1905,8000,72.8
6,12,100,3700,95,4700,448000,1605,1905,8000,67.7
4,8,100,4200,91,4500,448000,1605,1905,8000,65.7
6,6,100,2900,65,4100,448000,1605,1905,8000,65
6,6,100,3600,95,4300,448000,1605,1905,8000,64.4
6,6,100,2800,65,4000,448000,1605,1905,8000,63.1
4,4,100,3800,91,4200,448000,1605,1905,8000,62.4
4,4,100,3400,65,3800,448000,1605,1905,8000,59.1
2,4,100,3900,51,3900,448000,1605,1905,8000,49.3
12,24,100,3800,105,4600,448000,1605,1905,8000,70.2
8,16,100,3900,105,4500,448000,1605,1905,8000,69.6
8,16,100,3600,65,4400,448000,1605,1905,8000,68.6
6,12,100,3800,95,4400,448000,1605,1905,8000,68.2
6,12,100,3600,65,4200,448000,1605,1905,8000,66.3
6,12,100,3600,95,4250,448000,1605,1905,8000,64.4
6,12,100,3600,95,4000,448000,1605,1905,8000,60.5
6,12,100,3400,65,3900,448000,1605,1905,8000,59.8
8,16,100,3400,95,3800,448000,1605,1905,8000,57.8
8,16,100,3600,95,5000,448000,1465,1725,8000,71.1
8,8,100,3600,95,4900,448000,1465,1725,8000,70.4
6,12,100,3700,95,4700,448000,1465,1725,8000,65.5
4,8,100,4200,91,4500,448000,1465,1725,8000,63.6
6,6,100,2900,65,4100,448000,1465,1725,8000,62.8
6,6,100,3600,95,4300,448000,1465,1725,8000,62.3
6,6,100,2800,65,4000,448000,1465,1725,8000,61
4,4,100,3800,91,4200,448000,1465,1725,8000,60.4
4,4,100,3400,65,3800,448000,1465,1725,8000,57.2
2,4,100,3900,51,3900,448000,1465,1725,8000,47.7
12,24,100,3800,105,4600,448000,1465,1725,8000,67.9
8,16,100,3900,105,4500,448000,1465,1725,8000,67.3
8,16,100,3600,65,4400,448000,1465,1725,8000,66.3
6,12,100,3800,95,4400,448000,1465,1725,8000,66
6,12,100,3600,65,4200,448000,1465,1725,8000,64.1
6,12,100,3600,95,4250,448000,1465,1725,8000,62.3
6,12,100,3600,95,4000,448000,1465,1725,8000,58.5
6,12,100,3400,65,3900,448000,1465,1725,8000,57.8
8,16,100,3400,95,3800,448000,1465,1725,8000,55.9
8,16,100,3600,95,5000,402400,1250,1350,16000,69.5
8,8,100,3600,95,4900,402400,1250,1350,16000,68.8
6,12,100,3700,95,4700,402400,1250,1350,16000,64
4,8,100,4200,91,4500,402400,1250,1350,16000,62.1
6,6,100,2900,65,4100,402400,1250,1350,16000,61.4
6,6,100,3600,95,4300,402400,1250,1350,16000,60.9
6,6,100,2800,65,4000,402400,1250,1350,16000,59.6
4,4,100,3800,91,4200,402400,1250,1350,16000,59
4,4,100,3400,65,3800,402400,1250,1350,16000,55.9
2,4,100,3900,51,3900,402400,1250,1350,16000,46.6
12,24,100,3800,105,4600,402400,1250,1350,16000,66.4
8,16,100,3900,105,4500,402400,1250,1350,16000,65.7
8,16,100,3600,65,4400,402400,1250,1350,16000,64.8
6,12,100,3800,95,4400,402400,1250,1350,16000,64.5
6,12,100,3600,65,4200,402400,1250,1350,16000,62.6
6,12,100,3600,95,4250,402400,1250,1350,16000,60.9
6,12,100,3600,95,4000,402400,1250,1350,16000,57.1
6,12,100,3400,65,3900,402400,1250,1350,16000,56.5
8,16,100,3400,95,3800,402400,1250,1350,16000,54.7
8,16,100,3600,95,5000,256000,1469,1545,8000,59.8
8,8,100,3600,95,4900,256000,1469,1545,8000,59.2
6,12,100,3700,95,4700,256000,1469,1545,8000,55
4,8,100,4200,91,4500,256000,1469,1545,8000,53.4
6,6,100,2900,65,4100,256000,1469,1545,8000,52.8
6,6,100,3600,95,4300,256000,1469,1545,8000,52.4
6,6,100,2800,65,4000,256000,1469,1545,8000,51.3
